comp,ivar,ipft,R2,RMSE,slope,reMSE,dNRMSE,sNRMSE,iNRMSE,f_SB,f_SDSD,f_LSC,varname,pft,var,dim,alg
biomass,6,4,0.9858449803063113,10.458834654086104,0.9982910861639614,1.1975481974355925e-05,0.02874093895558164,0.11897487000912715,inf,1.5587332434469046e-08,0.0020252970661744163,0.9979746873464932,biomass_06,PFT04,Root,pft,XGBRegressor
biomass,6,5,0.8145095279427083,24.665407084085665,0.7734802216596613,0.0001569293333818035,0.060592458804930784,0.4306860481340111,inf,0.009533630747115392,0.11366151848599666,0.8768048507668879,biomass_06,PFT05,Root,pft,XGBRegressor
biomass,6,6,0.7340273574219968,3.7612394789201935,0.96949577806735,0.00022501915615736316,0.03692353351911367,0.5157253557640958,inf,0.0001781296433086022,0.035878713715692574,0.9639431566409987,biomass_06,PFT06,Root,pft,XGBRegressor
biomass,6,7,0.9628128689630518,17.508682482109347,0.9751446379038451,3.146119377068372e-05,0.047827072816932575,0.19283965110149975,inf,0.0074885042673410234,0.0011089221215107039,0.9914025736111481,biomass_06,PFT07,Root,pft,XGBRegressor
biomass,6,8,1.0,0.0,1.0,,,,,,,,biomass_06,PFT08,Root,pft,NoneType
biomass,6,9,1.0,0.0,1.0,,,,,,,,biomass_06,PFT09,Root,pft,NoneType
biomass,6,10,0.7654900555782279,2.8065380472019994,0.874991316140984,0.00019840096820792898,0.05442800307915841,0.4842622682201992,881.1743244770355,0.0017089280455955353,0.0002719538186656476,0.9980191181357388,biomass_06,PFT10,Root,pft,XGBRegressor
biomass,6,11,0.9063466484077907,5.318790176627163,0.8381346348714261,7.923295396972029e-05,0.047750250454814666,0.30602835096149084,inf,0.01321571425529705,0.16220834272606915,0.8245759430186338,biomass_06,PFT11,Root,pft,MLPRegressor
biomass,6,12,0.8790959944960981,3.4544947149860645,0.9887032399021738,0.00010228765271057686,0.06813513127239072,0.34771253285422693,inf,7.96672567930464e-05,0.019055248543000378,0.9808650842002066,biomass_06,PFT12,Root,pft,MLPRegressor
biomass,6,13,0.5614313391265963,2.5786663796468727,0.5185941151312868,0.00037103947620423326,0.0405942532694872,0.6622451667421996,inf,0.0009099677953862919,0.21988317181247644,0.7792068603921373,biomass_06,PFT13,Root,pft,XGBRegressor
